"","expedition_id","peak_id","peak_name","year","season","basecamp_date","highpoint_date","termination_date","termination_reason","highpoint_metres","members","member_deaths","hired_staff","hired_staff_deaths","trekking_agency","climb_success","death_on_exp","height_metres"
"4566","AMAD04107","AMAD","Ama Dablam",2004,"Spring",2004-05-04,2004-05-08,NA,"Accident (death or serious injury)",5750,1,0,1,0,"Sherpa Shangri-La Trekking",0,0,6814
"4567","AMAD04108","AMAD","Ama Dablam",2004,"Spring",2004-04-23,2004-05-01,2004-05-03,"Bad weather (storms, high winds)",6300,4,0,0,0,"Royal Mountain Travel",0,0,6814
"4568","AMAD04109","AMAD","Ama Dablam",2004,"Spring",2004-05-07,2004-05-14,2004-05-16,"Success (main peak)",6814,6,0,0,0,"Khumbi-ila Mt. & Trekking",1,0,6814
"4569","AMAD04110","AMAD","Ama Dablam",2004,"Spring",2004-03-07,2004-03-14,2004-03-17,"Success (main peak)",6814,21,0,0,0,"Asian Trekking",1,0,6814
"4570","ANN104101","ANN1","Annapurna I",2004,"Spring",2004-04-09,2004-05-18,2004-05-23,"Bad weather (storms, high winds)",7350,8,0,2,0,"Asian Trekking",0,0,8091
"4571","ANN104102","ANN1","Annapurna I",2004,"Spring",2004-05-15,2004-05-28,2004-06-01,"Success (main peak)",8091,7,0,0,0,"Thamserku Trekking",1,0,8091
"4572","BARU04101","BARU","Baruntse",2004,"Spring",2004-04-11,2004-04-19,2004-04-21,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6950,12,0,3,0,"Summit Nepal Trekking",0,0,7152
"4573","BARU04102","BARU","Baruntse",2004,"Spring",2004-05-02,2004-05-09,2004-05-12,"Route technically too difficult, lack of experience, strength, or motivation",6700,4,0,1,0,"Summit Nepal Trekking",0,0,7152
"4574","BARU04103","BARU","Baruntse",2004,"Spring",2004-04-08,2004-05-04,2004-05-07,"Success (subpeak)",7057,4,0,0,0,"Cho Oyu Trekking",1,0,7152
"4575","CHOY04101","CHOY","Cho Oyu",2004,"Spring",2004-04-16,2004-05-09,2004-05-19,"Success (main peak)",8188,1,0,0,0,"Monterosa Treks",1,0,8188
"4576","CHOY04102","CHOY","Cho Oyu",2004,"Spring",2004-04-16,2004-05-09,2004-05-16,"Success (main peak)",8188,7,0,2,0,"Thamserku Trekking",1,0,8188
"4577","CHOY04103","CHOY","Cho Oyu",2004,"Spring",2004-04-11,2004-04-28,2004-05-05,"Bad weather (storms, high winds)",7200,1,0,1,0,"Asian Trekking",0,0,8188
"4578","CHOY04104","CHOY","Cho Oyu",2004,"Spring",2004-04-16,2004-05-08,2004-05-10,"Success (main peak)",8188,4,0,0,0,"Royal Mountain Travel",1,0,8188
"4579","CHOY04105","CHOY","Cho Oyu",2004,"Spring",2004-04-12,2004-04-22,2004-05-12,"Illness, AMS, exhaustion, or frostbite",7200,1,0,0,0,"Asian Trekking",0,0,8188
"4580","CHOY04106","CHOY","Cho Oyu",2004,"Spring",2004-04-05,2004-05-01,2004-05-08,"Lack of time",7400,6,0,0,0,"Asian Trekking",0,0,8188
"4581","CHOY04107","CHOY","Cho Oyu",2004,"Spring",2004-04-16,2004-05-07,2004-05-13,"Illness, AMS, exhaustion, or frostbite",6800,2,0,0,0,"Monterosa Treks",0,0,8188
"4582","CHOY04108","CHOY","Cho Oyu",2004,"Spring",2004-04-16,2004-05-09,2004-05-13,"Success (main peak)",8188,2,0,0,0,"Monterosa Treks",1,0,8188
"4583","CHOY04109","CHOY","Cho Oyu",2004,"Spring",2004-04-16,2004-05-09,2004-05-13,"Success (main peak)",8188,1,0,1,0,"Monterosa Treks",1,0,8188
"4584","CHOY04110","CHOY","Cho Oyu",2004,"Spring",2004-03-26,2004-04-20,2004-05-02,"Success (main peak)",8188,3,0,3,0,"Nepal Myths & Mountain Trails",1,0,8188
"4585","CHOY04111","CHOY","Cho Oyu",2004,"Spring",2004-04-16,2004-05-11,2004-05-14,"Success (main peak)",8188,6,0,0,0,"Royal Mountain Travel",1,0,8188
"4586","CHOY04112","CHOY","Cho Oyu",2004,"Spring",2004-04-16,2004-05-09,2004-05-13,"Success (main peak)",8188,3,0,1,0,"Monterosa Treks",1,0,8188
"4587","CHOY04113","CHOY","Cho Oyu",2004,"Spring",2004-04-17,2004-05-09,2004-05-14,"Success (main peak)",8188,2,0,0,0,"Asian Trekking",1,0,8188
"4588","CHOY04114","CHOY","Cho Oyu",2004,"Spring",2004-04-07,2004-05-10,2004-05-13,"Success (main peak)",8188,3,0,0,0,"Iceland Trekking",1,0,8188
"4589","CHOY04115","CHOY","Cho Oyu",2004,"Spring",2004-04-19,2004-05-09,2004-05-16,"Success (main peak)",8188,9,0,2,0,"International Trekkers (Intrek Asia)",1,0,8188
"4590","AMAD04106","AMAD","Ama Dablam",2004,"Spring",2004-04-17,2004-04-22,2004-04-28,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6200,2,0,0,0,"Ang Rita Treks",0,0,6814
"4591","CHOY04117","CHOY","Cho Oyu",2004,"Spring",2004-04-16,2004-05-16,2004-05-19,"Success (main peak)",8188,1,0,0,0,"Monterosa Treks",1,0,8188
"4592","CHOY04118","CHOY","Cho Oyu",2004,"Spring",2004-04-21,2004-05-08,2004-05-17,"Success (main peak)",8188,1,0,1,0,"Thamserku Trekking",1,0,8188
"4593","CHOY04120","CHOY","Cho Oyu",2004,"Spring",2004-04-29,2004-05-16,2004-05-19,"Success (main peak)",8188,5,0,0,0,"Asian Trekking",1,0,8188
"4594","CHOY04121","CHOY","Cho Oyu",2004,"Spring",2004-04-07,2004-04-28,2004-05-04,"Bad weather (storms, high winds)",7100,4,0,3,0,"Mountain Experience",0,0,8188
"4595","CHOY04122","CHOY","Cho Oyu",2004,"Spring",2004-04-20,2004-05-14,2004-05-19,"Success (main peak)",8188,10,0,3,0,"Explore Himalaya",1,0,8188
"4596","CHOY04116","CHOY","Cho Oyu",2004,"Spring",2004-04-16,2004-04-22,2004-04-23,"Illness, AMS, exhaustion, or frostbite",7200,1,0,0,0,"Peak Promotion",0,0,8188
"4597","CHOY04119","CHOY","Cho Oyu",2004,"Spring",2004-04-16,2004-04-22,2004-04-30,"Illness, AMS, exhaustion, or frostbite",6300,2,0,1,0,"Monterosa Treks",0,0,8188
"4598","DHA104101","DHA1","Dhaulagiri I",2004,"Spring",2004-04-15,2004-05-14,2004-05-18,"Success (main peak)",8167,9,0,2,0,"Thamserku Trekking",1,0,8167
"4599","DHA104102","DHA1","Dhaulagiri I",2004,"Spring",2004-04-15,2004-05-11,2004-05-18,"Lack (or loss) of supplies or equipment",7280,4,0,0,0,"Thamserku Trekking",0,0,8167
"4600","DHA104103","DHA1","Dhaulagiri I",2004,"Spring",2004-04-22,2004-05-17,2004-05-22,"Success (main peak)",8167,1,0,1,0,"Himalaya Expeditions",1,0,8167
"4601","DHA104104","DHA1","Dhaulagiri I",2004,"Spring",2004-04-18,2004-05-14,2004-05-19,"Success (main peak)",8167,7,1,1,0,"Wilderness Experience",1,1,8167
"4602","DOMK04101","DOMK","Dome Kang",2004,"Spring",2004-04-18,2004-05-18,2004-05-24,"Route technically too difficult, lack of experience, strength, or motivation",6650,6,0,3,0,"Thamserku Trekking",0,0,7264
"4603","EVER04122","EVER","Everest",2004,"Spring",2004-04-04,2004-05-20,2004-05-25,"Success (main peak)",8850,1,0,0,0,"Asian Trekking",1,0,8850
"4604","EVER04123","EVER","Everest",2004,"Spring",2004-04-05,2004-05-16,2004-05-26,"Success (main peak)",8850,13,0,10,0,"Himalayan Guides",1,0,8850
"4605","EVER04102","EVER","Everest",2004,"Spring",2004-04-03,2004-05-16,2004-05-20,"Success (main peak)",8850,4,0,5,0,"Nomad Expeditions",1,0,8850
"4606","EVER04103","EVER","Everest",2004,"Spring",2004-04-10,2004-05-24,2004-05-27,"Success (main peak)",8850,12,0,16,0,"Sherpa Shangri-La Trekking",1,0,8850
"4607","EVER04104","EVER","Everest",2004,"Spring",2004-04-05,2004-05-20,2004-05-26,"Success (main peak)",8850,3,0,2,0,"Mt. Pumori Adventures (Monterosa permit)",1,0,8850
"4608","EVER04105","EVER","Everest",2004,"Spring",2004-04-14,2004-05-18,2004-05-23,"Success (main peak)",8850,9,0,6,0,"Thamserku Trekking",1,0,8850
"4609","EVER04106","EVER","Everest",2004,"Spring",2004-04-10,2004-05-17,2004-05-24,"Success (main peak)",8850,2,0,2,0,"Thamserku Trekking",1,0,8850
"4610","EVER04107","EVER","Everest",2004,"Spring",2004-04-08,2004-05-18,2004-05-26,"Success (main peak)",8850,10,1,2,0,"Asian Trekking",1,1,8850
"4611","EVER04108","EVER","Everest",2004,"Spring",2004-04-05,2004-04-23,2004-05-26,"Bad weather (storms, high winds)",7500,1,0,0,0,"Monterosa Treks",0,0,8850
"4612","EVER04109","EVER","Everest",2004,"Spring",2004-04-07,2004-05-23,2004-05-30,"Accident (death or serious injury)",8700,1,1,1,0,"Asian Trekking",0,1,8850
"4613","EVER04110","EVER","Everest",2004,"Spring",2004-04-13,2004-05-24,2004-06-03,"Success (main peak)",8850,11,0,3,0,"Asian Trekking",1,0,8850
"4614","EVER04111","EVER","Everest",2004,"Spring",2004-04-28,2004-05-23,2004-05-28,"Bad weather (storms, high winds)",8000,2,0,0,0,"Asian Trekking",0,0,8850
"4615","EVER04112","EVER","Everest",2004,"Spring",2004-04-22,2004-05-03,2004-05-05,"Bad weather (storms, high winds)",7000,1,0,1,0,"Asian Trekking",0,0,8850
"4616","EVER04113","EVER","Everest",2004,"Spring",2004-04-29,2004-05-18,2004-05-21,"Bad weather (storms, high winds)",8100,2,0,0,0,"Asian Trekking",0,0,8850
"4617","EVER04114","EVER","Everest",2004,"Spring",2004-04-18,2004-05-16,2004-05-18,"Success (main peak)",8850,2,0,2,0,"Arun Treks",1,0,8850
"4618","EVER04115","EVER","Everest",2004,"Spring",2004-04-08,2004-05-18,2004-05-28,"Success (main peak)",8850,4,0,1,0,"Sherpa Alpine Trekking",1,0,8850
"4619","EVER04116","EVER","Everest",2004,"Spring",2004-04-12,2004-05-17,2004-05-27,"Success (main peak)",8850,2,0,1,0,"Asian Trekking",1,0,8850
"4620","EVER04117","EVER","Everest",2004,"Spring",2004-04-05,2004-05-19,2004-05-26,"Illness, AMS, exhaustion, or frostbite",7800,3,0,0,0,"Monterosa Treks",0,0,8850
"4621","EVER04118","EVER","Everest",2004,"Spring",2004-04-12,2004-05-18,2004-05-27,"Success (main peak)",8850,1,0,1,0,"Asian Trekking",1,0,8850
"4622","EVER04119","EVER","Everest",2004,"Spring",2004-04-07,2004-05-27,2004-05-31,"Success (main peak)",8850,4,0,0,0,"Asian Trekking",1,0,8850
"4623","EVER04120","EVER","Everest",2004,"Spring",2004-04-17,2004-05-19,2004-05-27,"Success (main peak)",8850,1,0,1,0,"Thamserku Trekking",1,0,8850
"4624","EVER04121","EVER","Everest",2004,"Spring",2004-04-12,2004-05-17,2004-05-18,"Success (main peak)",8850,3,0,3,0,"Thamserku Trekking",1,0,8850
"4625","EVER04124","EVER","Everest",2004,"Spring",2004-04-03,2004-05-20,2004-05-26,"Success (main peak)",8850,4,0,4,0,"Arun Treks",1,0,8850
"4626","EVER04125","EVER","Everest",2004,"Spring",2004-04-05,2004-04-22,2004-05-26,"Bad weather (storms, high winds)",7500,1,0,0,0,"Monterosa Treks",0,0,8850
"4627","EVER04127","EVER","Everest",2004,"Spring",2004-03-30,2004-05-30,2004-06-04,"Success (main peak)",8850,21,0,3,0,"Asian Trekking",1,0,8850
"4628","EVER04128","EVER","Everest",2004,"Spring",2004-04-17,2004-05-22,2004-05-27,"Success (main peak)",8850,28,0,6,0,"Thamserku Trekking",1,0,8850
"4629","EVER04129","EVER","Everest",2004,"Spring",2004-03-21,2004-05-18,2004-05-23,"Success (main peak)",8850,14,0,7,0,"Asian Trekking",1,0,8850
"4630","EVER04130","EVER","Everest",2004,"Spring",2004-04-08,2004-04-29,2004-05-26,"Bad weather (storms, high winds)",8300,16,0,8,0,"Himalayan Guides",0,0,8850
"4631","EVER04131","EVER","Everest",2004,"Spring",2004-04-25,2004-05-20,2004-05-26,"Success (main peak)",8850,8,1,8,0,"Rolwaling Excursion",1,1,8850
"4632","EVER04132","EVER","Everest",2004,"Spring",2004-04-19,2004-05-20,2004-05-26,"Success (main peak)",8850,2,0,6,0,"Sherpa Summit Treks",1,0,8850
"4633","EVER04133","EVER","Everest",2004,"Spring",2004-04-05,2004-05-20,2004-05-23,"Success (main peak)",8850,1,0,1,0,"Windhorse Trekking",1,0,8850
"4634","EVER04134","EVER","Everest",2004,"Spring",2004-04-14,2004-05-20,2004-05-24,"Success (main peak)",8850,2,0,2,0,"Great Escapes Trekking",1,0,8850
"4635","EVER04137","EVER","Everest",2004,"Spring",2004-04-10,2004-05-17,2004-05-24,"Illness, AMS, exhaustion, or frostbite",8500,1,0,0,0,"Thamserku Trekking",0,0,8850
"4636","EVER04139","EVER","Everest",2004,"Spring",2004-04-10,2004-05-18,2004-05-24,"Bad weather (storms, high winds)",8500,1,0,1,0,"Thamserku Trekking",0,0,8850
"4637","EVER04140","EVER","Everest",2004,"Spring",2004-04-11,2004-05-19,2004-05-25,"Success (main peak)",8850,2,0,2,0,"Asian Trekking",1,0,8850
"4638","EVER04141","EVER","Everest",2004,"Spring",2004-04-11,2004-05-20,2004-05-25,"Success (main peak)",8850,8,0,4,0,"Asian Trekking",1,0,8850
"4639","EVER04142","EVER","Everest",2004,"Spring",2004-04-05,2004-05-18,2004-05-21,"Success (main peak)",8850,6,3,2,0,"Windhorse Trekking",1,1,8850
"4640","EVER04143","EVER","Everest",2004,"Spring",2004-04-07,2004-05-23,2004-05-28,"Success (main peak)",8850,26,0,24,0,"Mountain Experience",1,0,8850
"4641","EVER04144","EVER","Everest",2004,"Spring",2004-04-14,2004-05-18,2004-06-01,"Success (main peak)",8850,28,0,17,0,"Everest Parivar",1,0,8850
"4642","EVER04145","EVER","Everest",2004,"Spring",2004-04-07,2004-05-16,2004-05-19,"Success (main peak)",8850,1,0,3,0,"Asian Trekking",1,0,8850
"4643","EVER04146","EVER","Everest",2004,"Spring",2004-04-04,2004-05-17,2004-05-19,"Success (main peak)",8850,2,0,2,0,"Asian Trekking",1,0,8850
"4644","EVER04147","EVER","Everest",2004,"Spring",2004-04-05,2004-04-15,2004-05-21,"Route technically too difficult, lack of experience, strength, or motivation",7200,1,0,0,0,"Asian Trekking",0,0,8850
"4645","EVER04148","EVER","Everest",2004,"Spring",2004-04-04,2004-05-18,2004-05-21,"Success (main peak)",8850,3,0,5,0,"High Country Trekking",1,0,8850
"4646","EVER04149","EVER","Everest",2004,"Spring",2004-04-04,2004-05-15,2004-05-27,"Success (main peak)",8850,3,0,3,0,"Summit Nepal Trekking",1,0,8850
"4647","EVER04150","EVER","Everest",2004,"Spring",2004-03-26,2004-05-16,2004-05-20,"Success (main peak)",8850,7,0,7,0,"Thamserku Trekking",1,0,8850
"4648","EVER04151","EVER","Everest",2004,"Spring",2004-04-10,2004-05-16,2004-05-22,"Success (main peak)",8850,3,0,4,0,"Mountain Madness",1,0,8850
"4649","EVER04152","EVER","Everest",2004,"Spring",2004-04-03,2004-05-16,2004-05-20,"Success (main peak)",8850,2,0,5,0,"Nomad Expeditions",1,0,8850
"4650","EVER04153","EVER","Everest",2004,"Spring",2004-04-16,2004-05-18,2004-05-22,"Success (main peak)",8850,2,1,2,0,"Cho Oyu Trekking",1,1,8850
"4651","EVER04154","EVER","Everest",2004,"Spring",2004-04-17,2004-05-27,2004-05-31,"Success (main peak)",8850,9,0,5,0,"Himalayan Guides",1,0,8850
"4652","EVER04155","EVER","Everest",2004,"Spring",2004-04-05,2004-05-17,2004-05-21,"Success (main peak)",8850,2,0,4,0,"Asian Trekking",1,0,8850
"4653","EVER04156","EVER","Everest",2004,"Spring",2004-04-02,2004-05-16,2004-05-19,"Success (main peak)",8850,8,0,4,0,"Himalayan Treasure",1,0,8850
"4654","EVER04157","EVER","Everest",2004,"Spring",2004-04-13,2004-05-17,2004-05-22,"Success (main peak)",8850,6,0,4,0,"Thamserku Trekking",1,0,8850
"4655","EVER04159","EVER","Everest",2004,"Spring",2004-04-08,2004-05-24,2004-05-26,"Success (main peak)",8850,2,0,2,0,"Asian Trekking",1,0,8850
"4656","EVER04160","EVER","Everest",2004,"Spring",2004-04-04,2004-05-16,2004-05-21,"Success (main peak)",8850,12,0,4,0,"NE-KO Treks",1,0,8850
"4657","EVER04101","EVER","Everest",2004,"Spring",2004-03-29,2004-05-16,2004-05-20,"Success (main peak)",8850,11,0,5,0,"Arun Treks",1,0,8850
"4658","EVER04162","EVER","Everest",2004,"Spring",2004-04-03,2004-05-17,2004-05-21,"Success (main peak)",8850,1,0,1,0,"Asian Trekking",1,0,8850
"4659","EVER04161","EVER","Everest",2004,"Spring",2004-04-02,2004-05-15,2004-05-22,"Success (main peak)",8850,8,0,8,0,"Asian Trekking",1,0,8850
"4660","EVER04158","EVER","Everest",2004,"Spring",2004-04-04,2004-05-16,2004-05-20,"Success (main peak)",8850,4,0,3,0,"Peak Promotion",1,0,8850
"4661","EVER04138","EVER","Everest",2004,"Spring",2004-04-01,2004-05-17,2004-05-20,"Success (main peak)",8850,11,0,14,0,"Peak Promotion",1,0,8850
"4662","EVER04136","EVER","Everest",2004,"Spring",2004-04-07,2004-05-17,2004-05-21,"Success (main peak)",8850,4,0,3,0,"Mountain Madness",1,0,8850
"4663","EVER04135","EVER","Everest",2004,"Spring",2004-04-05,2004-05-15,2004-05-22,"Success (main peak)",8850,12,0,15,0,"Great Escapes Trekking",1,0,8850
"4664","EVER04126","EVER","Everest",2004,"Spring",2004-04-06,2004-05-15,2004-05-28,"Success (main peak)",8850,5,0,8,0,"Mountain Madness",1,0,8850
"4665","GAUG04301","GAUG","Gaugiri",2004,"Autumn",2004-09-23,2004-09-25,2004-09-26,"Success (main peak)",6110,1,0,1,0,"Cosmo Treks",1,0,6110
"4666","GAUG04201","GAUG","Gaugiri",2004,"Summer",2004-07-04,2004-07-04,2004-07-11,"Did not attempt climb",5400,2,0,2,0,"Cosmo Treks",0,0,6110
"4667","JANU04101","JANU","Jannu",2004,"Spring",2004-04-03,2004-05-26,2004-05-20,"Success (main peak)",7711,10,0,0,0,"Royal Mountain Travel",1,0,7711
"4668","KABS04101","KABS","Kabru South",2004,"Spring",2004-04-14,2004-05-03,2004-05-06,"Accident (death or serious injury)",5650,7,0,2,0,"Everest Trekking",0,0,7318
"4669","KANG04101","KANG","Kangchenjunga",2004,"Spring",2004-04-20,2004-05-16,2004-05-21,"Lack of time",8500,6,0,2,0,"International Trekkers (Intrek Asia)",0,0,8586
"4670","LHOT04101","LHOT","Lhotse",2004,"Spring",2004-04-19,2004-05-15,2004-05-17,"Success (main peak)",8516,3,0,1,0,"Himalayan High Country Treks",1,0,8516
"4671","LHOT04102","LHOT","Lhotse",2004,"Spring",2004-04-22,2004-05-15,2004-05-18,"Success (main peak)",8516,2,0,0,0,"Thamserku Trekking",1,0,8516
"4672","LHOT04103","LHOT","Lhotse",2004,"Spring",2004-04-17,2004-05-15,2004-05-20,"Success (main peak)",8516,1,0,0,0,"Himalayan Treks (Him Treks)",1,0,8516
"4673","LHOT04104","LHOT","Lhotse",2004,"Spring",2004-03-28,2004-05-15,2004-05-20,"Lack of time",7555,15,0,0,0,"Explore Himalaya",0,0,8516
"4674","LHOT04105","LHOT","Lhotse",2004,"Spring",2004-03-27,2004-05-15,2004-05-18,"Success (main peak)",8516,9,0,4,0,"Explore Himalaya",1,0,8516
"4675","LHOT04106","LHOT","Lhotse",2004,"Spring",2004-04-16,2004-05-16,2004-05-23,"Success (main peak)",8516,7,0,0,0,"Cho Oyu Trekking",1,0,8516
"4676","LHOT04107","LHOT","Lhotse",2004,"Spring",2004-04-08,2004-05-15,2004-05-26,"Success (main peak)",8516,2,0,2,0,"Asian Trekking",1,0,8516
"4677","MAKA04101","MAKA","Makalu",2004,"Spring",2004-04-17,2004-05-17,2004-05-26,"Success (main peak)",8485,9,2,0,0,"Asian Trekking",1,1,8485
"4678","MAKA04102","MAKA","Makalu",2004,"Spring",2004-04-08,2004-05-16,2004-05-30,"Bad weather (storms, high winds)",7500,14,0,4,0,"Summit Nepal Trekking",0,0,8485
"4679","MAKA04103","MAKA","Makalu",2004,"Spring",2004-04-18,2004-05-10,2004-05-13,"Success (main peak)",8485,2,0,3,0,"Asian Trekking",1,0,8485
"4680","MAKA04105","MAKA","Makalu",2004,"Spring",2004-04-18,2004-05-20,2004-05-23,"Success (main peak)",8485,4,0,4,0,"Arun Treks",1,0,8485
"4681","MAKA04106","MAKA","Makalu",2004,"Spring",2004-04-19,2004-05-16,2004-05-18,"Success (main peak)",8485,6,0,0,0,"Cho Oyu Trekking",1,0,8485
"4682","MAKA04108","MAKA","Makalu",2004,"Spring",2004-04-21,2004-05-18,2004-05-24,"Illness, AMS, exhaustion, or frostbite",7700,1,0,0,0,"Asian Trekking (Dawa)",0,0,8485
"4683","MAKA04107","MAKA","Makalu",2004,"Spring",2004-04-21,2004-05-29,2004-06-01,"Success (main peak)",8485,3,0,0,0,"Thamserku Trekking",1,0,8485
"4684","MAKA04104","MAKA","Makalu",2004,"Spring",2004-04-06,2004-04-21,2004-04-27,"Success (main peak)",8485,5,0,3,0,"Rolwaling Excursion",1,0,8485
"4685","MANA04101","MANA","Manaslu",2004,"Spring",2004-04-10,2004-04-20,2004-05-10,"Bad weather (storms, high winds)",6400,10,0,1,0,"Thamserku Trekking",0,0,8163
"4686","MANA04102","MANA","Manaslu",2004,"Spring",2004-05-10,2004-05-22,2004-05-25,"Bad weather (storms, high winds)",7500,3,0,1,0,"Iceland Trekking",0,0,8163
"4687","PUMO04101","PUMO","Pumori",2004,"Spring",2004-03-09,2004-03-23,2004-03-26,"Success (main peak)",7138,13,0,7,0,"Everest Parivar",1,0,7138
"4688","PUMO04102","PUMO","Pumori",2004,"Spring",2004-03-29,2004-04-09,2004-04-12,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6410,4,0,1,0,"South Asian Treks",0,0,7138
"4689","PUMO04103","PUMO","Pumori",2004,"Spring",2004-04-21,2004-04-27,2004-04-29,"Bad weather (storms, high winds)",5900,6,0,0,0,"Windhorse Trekking",0,0,7138
"4690","PUMO04104","PUMO","Pumori",2004,"Spring",2004-04-12,2004-04-30,2004-05-04,"Bad weather (storms, high winds)",6430,11,0,4,0,"Cosmo Treks",0,0,7138
"4691","RATC04101","RATC","Ratna Chuli",2004,"Spring",2004-04-08,2004-04-19,2004-04-21,"Success (main peak)",7035,10,0,3,0,"Thamserku Trekking",1,0,7035
"4692","TENR04101","TENR","Tengi Ragi Tau",2004,"Spring",2004-04-18,2004-05-05,2004-05-11,"Lack (or loss) of supplies or equipment",6250,6,0,5,0,"Asian Trekking",0,0,6938
"4693","YALU04101","YALU","Yalung Kang",2004,"Spring",2004-03-29,2004-05-05,2004-05-12,"Success (main peak)",8505,11,0,7,0,"Windhorse Trekking",1,0,8505
"4694","ANNE04101","ANNE","Annapurna I East",2004,"Spring",2004-05-15,2004-05-28,2004-06-01,"Success (main peak)",8051,2,0,0,0,"Thamserku Trekking",1,0,8026
"4695","MAK204101","MAK2","Makalu II",2004,"Spring",2004-04-21,2004-05-16,2004-05-24,"Success (main peak)",7678,1,0,0,0,"Asian Trekking (Dawa)",1,0,7678
"4696","YAUP89301","YAUP","Yaupa",1989,"Autumn",1989-08-27,NA,1989-10-20,"Success (main peak)",6422,4,0,0,0,"Rover Treks",1,0,6422
"4697","EVER04163","EVER","Everest",2004,"Spring",2004-04-25,2004-05-19,2004-05-25,"Success (main peak)",8850,4,0,2,0,"Thamserku Trekking",1,0,8850
"4698","BOKT53101","BOKT","Boktoh",1953,"Spring",NA,1953-05-11,NA,"Route technically too difficult, lack of experience, strength, or motivation",6000,2,0,4,0,NA,0,0,6114
"4699","CHOL03301","CHOL","Cholatse",2003,"Autumn",2003-10-05,2003-10-30,NA,"Accident (death or serious injury)",6000,6,0,0,0,"None",0,0,6423
"4700","HCHI03301","HCHI","Hungchhi",2003,"Autumn",2003-10-21,2003-11-11,2003-11-13,"Route technically too difficult, lack of experience, strength, or motivation",6800,5,0,2,0,"None",0,0,7029
"4701","CHOY04123","CHOY","Cho Oyu",2004,"Spring",2004-04-30,2004-05-15,2004-05-19,"Success (main peak)",8188,3,0,0,0,"Windhorse Trekking",1,0,8188
"4702","CHOY04309","CHOY","Cho Oyu",2004,"Autumn",2004-09-08,2004-09-29,2004-10-04,"Success (main peak)",8188,1,0,0,0,"Monterosa Treks",1,0,8188
"4703","CHOY04301","CHOY","Cho Oyu",2004,"Autumn",2004-09-08,2004-09-24,2004-10-04,"Success (main peak)",8188,5,0,0,0,"Monterosa Treks",1,0,8188
"4704","CHOY04302","CHOY","Cho Oyu",2004,"Autumn",2004-09-02,2004-09-26,2004-10-01,"Success (main peak)",8188,16,0,7,0,"Mountain Experience",1,0,8188
"4705","CHOY04304","CHOY","Cho Oyu",2004,"Autumn",2004-08-24,2004-09-18,2004-09-04,"Success (main peak)",8188,6,0,4,0,"Great Escapes Trekking",1,0,8188
"4706","CHOY04306","CHOY","Cho Oyu",2004,"Autumn",2004-09-08,2004-09-25,2004-10-03,"Success (main peak)",8188,1,0,0,0,"Explore Himalaya",1,0,8188
"4707","CHOY04307","CHOY","Cho Oyu",2004,"Autumn",2004-09-13,2004-09-30,2004-10-06,"Success (main peak)",8188,2,0,0,0,"Explore Himalaya",1,0,8188
"4708","CHOY04308","CHOY","Cho Oyu",2004,"Autumn",2004-09-08,2004-09-25,2004-10-04,"Success (main peak)",8188,2,0,1,0,"Sansui Treks & Expeditions",1,0,8188
"4709","CHOY04310","CHOY","Cho Oyu",2004,"Autumn",2004-09-10,2004-09-26,2004-10-01,"Success (main peak)",8188,1,0,0,0,"Thamserku Trekking",1,0,8188
"4710","CHOY04311","CHOY","Cho Oyu",2004,"Autumn",2004-09-22,2004-10-12,2004-10-16,"Bad weather (storms, high winds)",7500,2,0,0,0,"Explore Himalaya",0,0,8188
"4711","CHOY04312","CHOY","Cho Oyu",2004,"Autumn",2004-09-22,2004-10-08,2004-10-16,"Bad weather (storms, high winds)",7700,6,0,0,0,"Himalayan Sherpa Excursions",0,0,8188
"4712","CHOY04313","CHOY","Cho Oyu",2004,"Autumn",NA,2004-09-27,2004-09-03,"Success (main peak)",8188,1,0,0,0,"Monterosa Treks",1,0,8188
"4713","CHOY04314","CHOY","Cho Oyu",2004,"Autumn",2004-09-13,2004-10-05,2004-10-07,"Success (main peak)",8188,1,0,1,0,"Asian Trekking",1,0,8188
"4714","CHOY04315","CHOY","Cho Oyu",2004,"Autumn",2004-09-08,2004-10-01,2004-10-06,"Success (main peak)",8188,5,0,0,0,"Explore Himalaya",1,0,8188
"4715","CHOY04316","CHOY","Cho Oyu",2004,"Autumn",2004-09-13,2004-10-02,2004-10-07,"Bad weather (storms, high winds)",7600,1,0,2,0,"Asian Trekking",0,0,8188
"4716","CHOY04317","CHOY","Cho Oyu",2004,"Autumn",2004-09-13,2004-09-15,2004-09-22,"Illness, AMS, exhaustion, or frostbite",5600,1,0,0,0,"Asian Trekking",0,0,8188
"4717","CHOY04318","CHOY","Cho Oyu",2004,"Autumn",2004-09-08,2004-09-26,2004-09-29,"Success (main peak)",8188,1,0,3,0,"Himalayan Explorers",1,0,8188
"4718","CHOY04319","CHOY","Cho Oyu",2004,"Autumn",2004-09-08,2004-09-20,2004-09-21,"Illness, AMS, exhaustion, or frostbite",7400,2,0,0,0,"Monterosa Treks",0,0,8188
"4719","CHOY04320","CHOY","Cho Oyu",2004,"Autumn",2004-09-10,2004-09-27,2004-09-30,"Success (main peak)",8188,7,0,8,0,"Rolwaling Treks",1,0,8188
